# X Y Z	X Y Z	menuOption menuTarget objectID	Skill requirements	Item requirements	Quest	Travel time	Info
# Tutorial Island							
3809 9797 2	3809 9801 1	Climb-down Stairs 37836					
3809 9801 1	3809 9797 2	Climb-up Stairs 37835					
							
# Ectofunctus							
3672 3376 0	3670 3375 0	Climb Wall 39541					
3672 3374 0	3670 3375 0	Climb Wall 39541					
3666 3517 0	3666 3522 1	Climb-up Staircase 16646					
3666 3522 1	3666 3517 0	Climb-down Staircase 16647					
3667 3517 0	3667 3522 1	Climb-up Staircase 16646					
3667 3522 1	3667 3517 0	Climb-down Staircase 16647					
3669 9888 3	3654 3519 0	Climb-up Ladder 16110					
3654 3519 0	3669 9888 3	Climb-down Trapdoor 16114					
3653 3520 0	3669 9888 3	Climb-down Trapdoor 16114					
3653 3518 0	3669 9888 3	Climb-down Trapdoor 16114					
3652 3519 0	3669 9888 3	Climb-down Trapdoor 16114					
3671 9889 2	3675 9888 1	Climb-down Stairs 16109					
3675 9888 1	3671 9886 2	Climb-up Stairs 16108					
3671 9887 2	3675 9888 1	Climb-down Stairs 16109					
3675 9889 1	3671 9886 2	Climb-up Stairs 16108					
3671 9888 2	3675 9888 1	Climb-down Stairs 16109					
3675 9887 1	3671 9886 2	Climb-up Stairs 16108					
3674 9890 1	3671 9886 2	Climb-up Stairs 16108					
3672 9886 2	3675 9888 1	Climb-down Stairs 16109					
3673 9890 1	3671 9886 2	Climb-up Stairs 16108					
3674 9886 1	3671 9886 2	Climb-up Stairs 16108					
3673 9886 1	3671 9886 2	Climb-up Stairs 16108					
3687 9889 1	3683 9888 0	Climb-down Stairs 16109					
3683 9889 0	3687 9887 1	Climb-up Stairs 16108					
3687 9887 1	3683 9888 0	Climb-down Stairs 16109					
3683 9888 0	3687 9887 1	Climb-up Stairs 16108					
3687 9888 1	3683 9888 0	Climb-down Stairs 16109					
3683 9887 0	3687 9887 1	Climb-up Stairs 16108					
3686 9886 1	3683 9888 0	Climb-down Stairs 16109					
3686 9890 1	3683 9888 0	Climb-down Stairs 16109					
3689 9890 2	3692 9887 3	Climb-up Stairs 16108					
3688 9889 2	3692 9887 3	Climb-up Stairs 16108					
3688 9888 2	3692 9887 3	Climb-up Stairs 16108					
3688 9887 2	3692 9887 3	Climb-up Stairs 16108					
3690 9890 3	3688 9888 2	Climb-down Stairs 16109					
3691 9890 3	3688 9888 2	Climb-down Stairs 16109					
3692 9889 3	3688 9888 2	Climb-down Stairs 16109					
3692 9888 3	3688 9888 2	Climb-down Stairs 16109					
3692 9887 3	3688 9888 2	Climb-down Stairs 16109					
3691 9886 3	3688 9888 2	Climb-down Stairs 16109					
3690 9886 3	3688 9888 2	Climb-down Stairs 16109					
							
# Shipwreck (Morytania)							
3614 3541 1	3616 3541 2	Climb-up Ship's ladder 16111					
3616 3541 2	3614 3541 1	Climb-down Ship's ladder 16112					
3610 3543 0	3608 3543 1	Climb-up Ship's ladder 16111					
3608 3543 1	3610 3543 0	Climb-down Ship's ladder 16112					
3614 3543 1	3612 3543 0	Climb-down Ship's ladder 16112					
3612 3543 0	3614 3543 1	Climb-up Ship's ladder 16111					
3605 3545 1	3605 3548 0	Cross Gangplank 16651				3	
3605 3548 0	3605 3545 1	Cross Gangplank 16652				3	
3604 3550 0	3602 3550 0	Jump-To Rock 16115					
3602 3550 0	3604 3550 0	Jump-To Rock 16115					
3599 3552 0	3597 3552 0	Jump-To Rock 16115					
3597 3552 0	3599 3552 0	Jump-To Rock 16115					
3595 3554 0	3595 3556 0	Jump-To Rock 16115					
3595 3556 0	3595 3554 0	Jump-To Rock 16115					
3597 3559 0	3597 3561 0	Jump-To Rock 16115					
3597 3561 0	3597 3559 0	Jump-To Rock 16115					
3599 3564 0	3601 3564 0	Jump-To Rock 16115					
3601 3564 0	3599 3564 0	Jump-To Rock 16115					
							
# Fenkenstrain's Castle							
3559 3550 0	3559 3554 1	Climb-up Staircase 5206					
3559 3554 1	3559 3549 0	Climb-down Staircase 5207					
3560 3550 0	3559 3554 1	Climb-up Staircase 5206					
3560 3554 1	3559 3549 0	Climb-down Staircase 5207					
3538 3554 1	3537 3549 0	Climb-down Staircase 5207					
3537 3550 0	3537 3554 1	Climb-up Staircase 5206					
3537 3554 1	3537 3549 0	Climb-down Staircase 5207					
3538 3550 0	3537 3554 1	Climb-up Staircase 5206					
3540 3543 0	3540 3543 1	Climb-up Ladder 16683					
3540 3543 1	3540 3543 0	Climb-down Ladder 16679					
3539 3544 0	3539 3544 1	Climb-up Ladder 16683					
3539 3544 1	3539 3544 0	Climb-down Ladder 16679					
3539 3542 0	3539 3542 1	Climb-up Ladder 16683					
3539 3542 1	3539 3542 0	Climb-down Ladder 16679					
3538 3543 1	3538 3543 0	Climb-down Ladder 16679					
3538 3543 0	3538 3543 1	Climb-up Ladder 16683					
3548 3565 0	3547 3565 0	Open Door 5174					
3547 3565 0	3548 3565 0	Open Door 5174					
3548 3551 1	3548 3552 1	Open Door 5172					
3548 3552 1	3548 3551 1	Open Door 5172					
3548 3553 1	3548 3553 2	Climb-up Ladder 16683					
3548 3553 2	3548 3553 1	Climb-down Ladder 16679					
3547 3554 1	3547 3554 2	Climb-up Ladder 16683					
3547 3554 2	3547 3554 1	Climb-down Ladder 16679					
3548 3555 1	3548 3555 2	Climb-up Ladder 16683					
3548 3555 2	3548 3555 1	Climb-down Ladder 16679					
3549 3554 1	3549 3554 2	Climb-up Ladder 16683					
3549 3554 2	3549 3554 1	Climb-down Ladder 16679					
3549 3543 1	3549 3542 1	Open Door 5183					
3549 3542 1	3549 3543 1	Open Door 5183					
3548 3543 1	3548 3542 1	Open Door 5186					
3548 3542 1	3548 3543 1	Open Door 5186					
3548 3540 1	3548 3540 2	Climb-up Ladder 16683					
3548 3540 2	3548 3540 1	Climb-down Ladder 16679					
3549 3539 1	3549 3539 2	Climb-up Ladder 16683					
3549 3539 2	3549 3539 1	Climb-down Ladder 16679					
3548 3538 1	3548 3538 2	Climb-up Ladder 16683					
3548 3538 2	3548 3538 1	Climb-down Ladder 16679					
3547 3539 1	3547 3539 2	Climb-up Ladder 16683					
3547 3539 2	3547 3539 1	Climb-down Ladder 16679					
							
# Slayer Tower							
3417 3536 0	3412 9932 3	Climb-down Ladder 30191					
3412 9932 3	3417 3536 0	Climb-up Ladder 30192					
3421 3550 0	3421 3550 1	Climb-up Spikey chain 16537					
3422 3551 0	3422 3551 1	Climb-up Spikey chain 16537					
3423 3550 0	3423 3550 1	Climb-up Spikey chain 16537					
3422 3549 0	3422 3549 1	Climb-up Spikey chain 16537					
3421 3550 1	3421 3550 0	Climb-down Spikey chain 16538					
3422 3551 1	3422 3551 0	Climb-down Spikey chain 16538					
3422 3549 1	3422 3549 0	Climb-down Spikey chain 16538					
3423 3550 1	3423 3550 0	Climb-down Spikey chain 16538					
3427 3555 1	3427 3556 1	Open Door 2104					
3427 3556 1	3427 3555 1	Open Door 2104					
3426 3555 1	3426 3556 1	Open Door 2102					
3426 3556 1	3426 3555 1	Open Door 2102					
3433 3538 1	3438 3537 0	Climb-down Staircase 2118					
3438 3537 0	3433 3537 1	Climb-up Staircase 2114					
3433 3537 1	3438 3537 0	Climb-down Staircase 2118					
3438 3538 0	3433 3537 1	Climb-up Staircase 2114					
3417 3540 2	3412 3540 1	Climb-down Staircase 2120					
3412 3540 1	3417 3540 2	Climb-up Staircase 2119					
3417 3541 2	3412 3540 1	Climb-down Staircase 2120					
3412 3541 1	3417 3540 2	Climb-up Staircase 2119					
							
# Monastery							
3057 3484 0	3057 3484 1	Climb-up Ladder 2641	31 Prayer			2	
3056 3483 0	3056 3483 1	Climb-up Ladder 2641	31 Prayer			2	
3057 3482 0	3057 3482 1	Climb-up Ladder 2641	31 Prayer			2	
3058 3483 0	3058 3483 1	Climb-up Ladder 2641	31 Prayer			2	
3047 3483 0	3047 3483 1	Climb-up Ladder 2641	31 Prayer			2	
3046 3484 0	3046 3484 1	Climb-up Ladder 2641	31 Prayer			2	
3045 3483 0	3045 3483 1	Climb-up Ladder 2641	31 Prayer			2	
3046 3482 0	3046 3482 1	Climb-up Ladder 2641	31 Prayer			2	
3057 3484 1	3057 3484 0	Climb-down Ladder 16679				2	
3056 3483 1	3056 3483 0	Climb-down Ladder 16679				2	
3057 3482 1	3057 3482 0	Climb-down Ladder 16679				2	
3058 3483 1	3058 3483 0	Climb-down Ladder 16679				2	
3047 3483 1	3047 3483 0	Climb-down Ladder 16679				2	
3046 3484 1	3046 3484 0	Climb-down Ladder 16679				2	
3045 3483 1	3045 3483 0	Climb-down Ladder 16679				2	
3046 3482 1	3046 3482 0	Climb-down Ladder 16679				2	
							
# Dwarven Mine							
3018 3450 0	3018 9850 0	Climb-down Trapdoor 11867					
3018 9850 0	3018 3450 0	Climb-up Ladder 17387					
3020 3450 0	3020 9850 0	Climb-down Trapdoor 11867					
3058 9777 0	3061 3377 0	Climb-up Staircase 23969					
3061 3377 0	3058 9777 0	Climb-down Staircase 16664					
3058 9776 0	3061 3376 0	Climb-up Staircase 23969					
3061 3376 0	3058 9776 0	Climb-down Staircase 16664					
3728 5692 0	3060 9766 0	Exit Tunnel 26655					
3060 9766 0	3728 5692 0	Enter Cave 26654					
							
# Rimmington							
2964 3216 0	2968 3215 1	Climb-up Staircase 18991				1	
2968 3215 1	2964 3215 0	Climb-down Staircase 18992				1	
2964 3215 0	2968 3215 1	Climb-up Staircase 18991				1	
2968 3216 1	2964 3215 0	Climb-down Staircase 18992				1	
2949 3213 1	2949 3213 0	Climb-down Ladder 9559				2	
2949 3213 0	2949 3213 1	Climb-up Ladder 9558				2	
2915 3225 0	2915 3222 1	Cross Gangplank 34669				3	
2915 3222 1	2915 3225 0	Cross Gangplank 34670				3	
2913 3221 0	2913 3221 1	Climb-up Ship's ladder 9744				2	
2913 3221 1	2913 3221 0	Climb-down Ship's ladder 9745				2	
2914 3222 1	2913 3221 0	Climb-down Ship's ladder 9745				2	
2914 3220 1	2913 3221 0	Climb-down Ship's ladder 9745				2	
2915 3221 1	2913 3221 0	Climb-down Ship's ladder 9745				2	
2909 3226 0	2909 3229 1	Cross Gangplank 34667				3	
2909 3229 1	2909 3226 0	Cross Gangplank 34668				3	
2933 3289 0	2933 3288 0	Open Guild Door 14910	40 Crafting	1 Brown apron		1	
2933 3288 0	2933 3289 0	Open Guild Door 14910				1	
2941 3248 0	2940 3248 0	Open Door 2595		1 Maze key		1	
2940 3248 0	2941 3248 0	Open Door 2595				1	
2938 3252 0	2937 3252 0	Open Exit door 2602				1	
2925 3244 0	2926 3244 0	Open Red door 2596		1 Key		1	
2926 3244 0	2925 3244 0	Open Red door 2596		1 Key		1	
2925 3248 0	2926 3248 0	Open Red door 2596		1 Key		1	
2926 3248 0	2925 3248 0	Open Red door 2596		1 Key		1	
2926 3253 0	2925 3253 0	Open Red door 2596		1 Key		1	
2925 3253 0	2926 3253 0	Open Red door 2596		1 Key		1	
							
# Burthorpe							
2892 3556 0	2892 3556 1	Climb-up Ladder 16683				2	
2892 3556 1	2892 3556 0	Climb-down Ladder 16679				2	
2891 3557 0	2891 3557 1	Climb-up Ladder 16683				2	
2891 3557 1	2891 3557 0	Climb-down Ladder 16679				2	
2905 3556 0	2905 3556 1	Climb-up Ladder 16683				2	
2905 3556 1	2905 3556 0	Climb-down Ladder 16679				2	
2906 3557 0	2906 3557 1	Climb-up Ladder 16683				2	
2906 3557 1	2906 3557 0	Climb-down Ladder 16679				2	
2899 3565 0	2205 4933 1	Climb-down Stairs 4624					
2205 4934 1	2899 3564 0	Climb-up Stairs 4627					
2900 3565 0	2205 4933 1	Climb-down Stairs 4624					
2206 4934 1	2900 3565 0	Climb-up Stairs 4627					
2207 4934 1	2207 4938 0	Climb-down Stairs 4620					
2207 4938 0	2207 4934 1	Climb-up Stairs 4622					
2208 4934 1	2207 4938 0	Climb-down Stairs 4620					
2208 4938 0	2207 4934 1	Climb-up Stairs 4622					
2212 4940 0	2212 4944 1	Climb-up Stairs 4622					
2213 4940 0	2212 4944 1	Climb-up Stairs 4622					
2212 4944 1	2212 4940 0	Climb-down Stairs 4620					
2213 4944 1	2212 4940 0	Climb-down Stairs 4620					
2898 3565 0	2897 3569 1	Climb-up Stairs 4626					
2897 3569 1	2897 3565 0	Climb-down Stairs 4625					
2897 3565 0	2897 3569 1	Climb-up Stairs 4626					
2898 3569 1	2897 3565 0	Climb-down Stairs 4625					
2905 3571 0	2905 3571 1	Climb-up Ladder 16683				2	
2905 3571 1	2905 3571 0	Climb-down Ladder 16679				2	
2906 3570 0	2906 3570 1	Climb-up Ladder 16683				2	
2906 3570 1	2906 3570 0	Climb-down Ladder 16679				2	
2877 3546 0	2876 3546 0	Open Door 24318				1	
2876 3546 0	2877 3546 0	Open Door 24318				1	
2855 3546 0	2855 3545 0	Open Door 24309				1	
2855 3545 0	2855 3546 0	Open Door 24309				1	
2854 3546 0	2854 3545 0	Open Door 24306				1	
2854 3545 0	2854 3546 0	Open Door 24306				1	
2841 3538 0	2840 3539 1	Climb-up Staircase 16671				1	
2840 3539 1	2841 3538 0	Climb-down Staircase 16672				1	
2841 3537 0	2840 3539 1	Climb-up Staircase 16671				1	
2841 3538 1	2841 3538 0	Climb-down Staircase 16672				1	
2840 3539 0	2840 3539 1	Climb-up Staircase 16671				1	
2839 3539 0	2840 3539 1	Climb-up Staircase 16671				1	
2838 3538 0	2840 3539 1	Climb-up Staircase 16671				1	
2838 3537 0	2840 3539 1	Climb-up Staircase 16671				1	
2840 3539 1	2840 3539 2	Climb-up Staircase 16672				1	
2840 3539 2	2841 3538 1	Climb-down Staircase 24303				1	
2841 3538 1	2840 3539 2	Climb-up Staircase 16672				1	
2842 3541 1	2842 3542 1	Open Door 24312				1	
2842 3542 1	2842 3541 1	Open Door 24312				1	
2852 3551 1	2853 3551 1	Open Heavy door 15660					
2853 3551 1	2852 3551 1	Open Heavy door 15660					
2852 3552 1	2853 3552 1	Open Heavy door 15658					
2853 3552 1	2852 3552 1	Open Heavy door 15658					
2834 3542 0	2907 9968 0	Climb-down Ladder 10042				2	
2907 9968 0	2834 3542 0	Climb-up Ladder 9742				2	
3061 4985 1	2906 3537 0	Enter Passageway 7258					
2906 3537 0	3061 4985 1	Enter Trapdoor 7257					
2915 3538 0	2914 3542 1	Climb-up Staircase 15645				1	
2914 3542 1	2914 3538 0	Climb-down Staircase 15648				1	
2914 3538 0	2914 3542 1	Climb-up Staircase 15645				1	
2915 3542 1	2914 3538 0	Climb-down Staircase 15648				1	
2929 3545 0	2929 3545 1	Climb-up Ladder 17026				2	
2929 3545 1	2929 3545 0	Climb-down Ladder 16685				2	
2857 3577 0	2269 4752 0	Enter Cave Entrance 3735					
2269 4752 0	2858 3577 0	Exit Cave Exit 3736					
2858 3577 0	2269 4752 0	Enter Cave Entrance 3735					
2270 4752 0	2858 3577 0	Exit Cave Exit 3736					
2859 3577 0	2269 4752 0	Enter Cave Entrance 3735					
2268 4752 0	2858 3577 0	Exit Cave Exit 3736					
2860 3578 0	2269 4752 0	Enter Cave Entrance 3735					
2892 3571 0	2892 3571 1	Climb-up Ladder 16683				2	
2892 3571 1	2892 3571 0	Climb-down Ladder 16679				2	
2891 3570 0	2891 3570 1	Climb-up Ladder 16683				2	
2891 3570 1	2891 3570 0	Climb-down Ladder 16679				2	
2894 3566 0	2894 3567 0	Open Large door 3743					
2894 3567 0	2894 3566 0	Open Large door 3743					
							
# Wilderness							
3158 3950 0	3158 3952 0	Slash Web 733				4	
3158 3952 0	3158 3950 0	Slash Web 733				4	
3232 10351 0	3233 3950 0	Use Crevice 26763					
3233 3950 0	3232 10351 0	Enter Cavern 26762					
3232 3950 0	3232 10351 0	Enter Cavern 26762					
3242 3948 0	3243 10351 0	Enter Cavern 26762					
3243 10351 0	3242 3948 0	Use Crevice 26763					
3243 3948 0	3243 10351 0	Enter Cavern 26762					
3232 3938 0	3233 10332 0	Enter Cavern 26762					
3233 10332 0	3233 3938 0	Use Crevice 26763					
3233 3938 0	3233 10332 0	Enter Cavern 26762					
3095 3957 0	3094 3957 0	Slash Web 733				4	
3093 3957 0	3092 3957 0	Slash Web 733				4	
3092 3957 0	3093 3957 0	Slash Web 733				4	
3094 3957 0	3095 3957 0	Slash Web 733				4	
3106 3959 0	3106 3957 0	Slash Web 733				4	
3105 3959 0	3105 3957 0	Slash Web 733				4	
3105 3957 0	3105 3959 0	Slash Web 733				4	
3106 3957 0	3106 3959 0	Slash Web 733				4	
3018 3958 0	3018 3958 1	Climb-up Ship's ladder 272					
3018 3958 1	3018 3958 0	Climb-down Ship's ladder 273					
3019 3958 1	3019 3960 2	Climb-up Ship's ladder 245					
3019 3960 2	3019 3958 1	Climb-down Ship's ladder 246					
3017 3958 1	3017 3960 2	Climb-up Ship's ladder 245					
3017 3960 2	3017 3958 1	Climb-down Ship's ladder 246					
2998 3931 0	2998 3916 0	Open Gate 23552					
2997 3931 0	2998 3916 0	Open Gate 23554					
3005 3962 0	3005 10362 0	Climb-down Ladder 14758				2	
3005 10362 0	3005 3962 0	Climb-up Ladder 17385				2	
3069 10255 0	3016 3849 0	Climb-up Ladder 18988				2	
3017 3850 0	3069 10255 0	Climb-down Ladder 18987				2	
3068 10256 0	3016 3849 0	Climb-up Ladder 18988				2	
3069 10257 0	3016 3849 0	Climb-up Ladder 18988				2	
3029 3852 0	3031 3852 0	Slash Web 733				4	
3031 3852 0	3029 3852 0	Slash Web 733				4	
3115 3858 0	3115 3860 0	Slash Web 733				4	
3115 3860 0	3115 3858 0	Slash Web 733				4	
3069 3857 0	3016 10249 0	Climb-down Ladder 18989				2	
3016 10249 0	3070 3856 0	Climb-up Ladder 18990				2	
3017 10250 0	3070 3856 0	Climb-up Ladder 18990				2	
3017 10248 0	3070 3856 0	Climb-up Ladder 18990				2	
3018 10249 0	3070 3856 0	Climb-up Ladder 18990				2	
3044 3927 0	3044 10322 0	Climb-down Staircase 16664				1	
3044 10323 0	3044 3927 0	Climb-up Staircase 16665				1	
3045 3927 0	3044 10322 0	Climb-down Staircase 16664				1	
3045 10323 0	3044 3927 0	Climb-up Staircase 16665				1	
2995 3530 0	2998 3530 0	Cross Wilderness Ditch 23271				4	
2998 3530 0	2995 3530 0	Cross Wilderness Ditch 23271				4	
2995 3531 0	2998 3531 0	Cross Wilderness Ditch 23271				4	
2998 3531 0	2995 3531 0	Cross Wilderness Ditch 23271				4	
2995 3532 0	2998 3532 0	Cross Wilderness Ditch 23271				4	
2998 3532 0	2995 3532 0	Cross Wilderness Ditch 23271				4	
2995 3533 0	2998 3533 0	Cross Wilderness Ditch 23271				4	
2998 3533 0	2995 3533 0	Cross Wilderness Ditch 23271				4	
2946 3520 0	2946 3523 0	Cross Wilderness Ditch 23271				4	
2946 3523 0	2946 3520 0	Cross Wilderness Ditch 23271				4	
2947 3520 0	2947 3523 0	Cross Wilderness Ditch 23271				4	
2947 3523 0	2947 3520 0	Cross Wilderness Ditch 23271				4	
2948 3520 0	2948 3523 0	Cross Wilderness Ditch 23271				4	
2948 3523 0	2948 3520 0	Cross Wilderness Ditch 23271				4	
2949 3520 0	2949 3523 0	Cross Wilderness Ditch 23271				4	
2949 3523 0	2949 3520 0	Cross Wilderness Ditch 23271				4	
2950 3520 0	2950 3523 0	Cross Wilderness Ditch 23271				4	
2950 3523 0	2950 3520 0	Cross Wilderness Ditch 23271				4	
2951 3520 0	2951 3523 0	Cross Wilderness Ditch 23271				4	
2951 3523 0	2951 3520 0	Cross Wilderness Ditch 23271				4	
2952 3520 0	2952 3523 0	Cross Wilderness Ditch 23271				4	
2952 3523 0	2952 3520 0	Cross Wilderness Ditch 23271				4	
2953 3520 0	2953 3523 0	Cross Wilderness Ditch 23271				4	
2953 3523 0	2953 3520 0	Cross Wilderness Ditch 23271				4	
2954 3520 0	2954 3523 0	Cross Wilderness Ditch 23271				4	
2954 3523 0	2954 3520 0	Cross Wilderness Ditch 23271				4	
2955 3520 0	2955 3523 0	Cross Wilderness Ditch 23271				4	
2955 3523 0	2955 3520 0	Cross Wilderness Ditch 23271				4	
2956 3520 0	2956 3523 0	Cross Wilderness Ditch 23271				4	
2956 3523 0	2956 3520 0	Cross Wilderness Ditch 23271				4	
2957 3520 0	2957 3523 0	Cross Wilderness Ditch 23271				4	
2957 3523 0	2957 3520 0	Cross Wilderness Ditch 23271				4	
2958 3520 0	2958 3523 0	Cross Wilderness Ditch 23271				4	
2958 3523 0	2958 3520 0	Cross Wilderness Ditch 23271				4	
2959 3520 0	2959 3523 0	Cross Wilderness Ditch 23271				4	
2959 3523 0	2959 3520 0	Cross Wilderness Ditch 23271				4	
2960 3520 0	2960 3523 0	Cross Wilderness Ditch 23271				4	
2960 3523 0	2960 3520 0	Cross Wilderness Ditch 23271				4	
2961 3520 0	2961 3523 0	Cross Wilderness Ditch 23271				4	
2961 3523 0	2961 3520 0	Cross Wilderness Ditch 23271				4	
2962 3520 0	2962 3523 0	Cross Wilderness Ditch 23271				4	
2962 3523 0	2962 3520 0	Cross Wilderness Ditch 23271				4	
2963 3520 0	2963 3523 0	Cross Wilderness Ditch 23271				4	
2963 3523 0	2963 3520 0	Cross Wilderness Ditch 23271				4	
2964 3520 0	2964 3523 0	Cross Wilderness Ditch 23271				4	
2964 3523 0	2964 3520 0	Cross Wilderness Ditch 23271				4	
2965 3520 0	2965 3523 0	Cross Wilderness Ditch 23271				4	
2965 3523 0	2965 3520 0	Cross Wilderness Ditch 23271				4	
2966 3520 0	2966 3523 0	Cross Wilderness Ditch 23271				4	
2966 3523 0	2966 3520 0	Cross Wilderness Ditch 23271				4	
2967 3520 0	2967 3523 0	Cross Wilderness Ditch 23271				4	
2967 3523 0	2967 3520 0	Cross Wilderness Ditch 23271				4	
2968 3520 0	2968 3523 0	Cross Wilderness Ditch 23271				4	
2968 3523 0	2968 3520 0	Cross Wilderness Ditch 23271				4	
2969 3520 0	2969 3523 0	Cross Wilderness Ditch 23271				4	
2969 3523 0	2969 3520 0	Cross Wilderness Ditch 23271				4	
2970 3520 0	2970 3523 0	Cross Wilderness Ditch 23271				4	
2970 3523 0	2970 3520 0	Cross Wilderness Ditch 23271				4	
2971 3520 0	2971 3523 0	Cross Wilderness Ditch 23271				4	
2971 3523 0	2971 3520 0	Cross Wilderness Ditch 23271				4	
2972 3520 0	2972 3523 0	Cross Wilderness Ditch 23271				4	
2972 3523 0	2972 3520 0	Cross Wilderness Ditch 23271				4	
2973 3520 0	2973 3523 0	Cross Wilderness Ditch 23271				4	
2973 3523 0	2973 3520 0	Cross Wilderness Ditch 23271				4	
2974 3520 0	2974 3523 0	Cross Wilderness Ditch 23271				4	
2974 3523 0	2974 3520 0	Cross Wilderness Ditch 23271				4	
2975 3520 0	2975 3523 0	Cross Wilderness Ditch 23271				4	
2975 3523 0	2975 3520 0	Cross Wilderness Ditch 23271				4	
2976 3520 0	2976 3523 0	Cross Wilderness Ditch 23271				4	
2976 3523 0	2976 3520 0	Cross Wilderness Ditch 23271				4	
2977 3520 0	2977 3523 0	Cross Wilderness Ditch 23271				4	
2977 3523 0	2977 3520 0	Cross Wilderness Ditch 23271				4	
2978 3520 0	2978 3523 0	Cross Wilderness Ditch 23271				4	
2978 3523 0	2978 3520 0	Cross Wilderness Ditch 23271				4	
2979 3520 0	2979 3523 0	Cross Wilderness Ditch 23271				4	
2979 3523 0	2979 3520 0	Cross Wilderness Ditch 23271				4	
2980 3520 0	2980 3523 0	Cross Wilderness Ditch 23271				4	
2980 3523 0	2980 3520 0	Cross Wilderness Ditch 23271				4	
2981 3520 0	2981 3523 0	Cross Wilderness Ditch 23271				4	
2981 3523 0	2981 3520 0	Cross Wilderness Ditch 23271				4	
2982 3520 0	2982 3523 0	Cross Wilderness Ditch 23271				4	
2982 3523 0	2982 3520 0	Cross Wilderness Ditch 23271				4	
2983 3520 0	2983 3523 0	Cross Wilderness Ditch 23271				4	
2983 3523 0	2983 3520 0	Cross Wilderness Ditch 23271				4	
2984 3520 0	2984 3523 0	Cross Wilderness Ditch 23271				4	
2984 3523 0	2984 3520 0	Cross Wilderness Ditch 23271				4	
2985 3520 0	2985 3523 0	Cross Wilderness Ditch 23271				4	
2985 3523 0	2985 3520 0	Cross Wilderness Ditch 23271				4	
2986 3520 0	2986 3523 0	Cross Wilderness Ditch 23271				4	
2986 3523 0	2986 3520 0	Cross Wilderness Ditch 23271				4	
2987 3520 0	2987 3523 0	Cross Wilderness Ditch 23271				4	
2987 3523 0	2987 3520 0	Cross Wilderness Ditch 23271				4	
2988 3520 0	2988 3523 0	Cross Wilderness Ditch 23271				4	
2988 3523 0	2988 3520 0	Cross Wilderness Ditch 23271				4	
2989 3520 0	2989 3523 0	Cross Wilderness Ditch 23271				4	
2989 3523 0	2989 3520 0	Cross Wilderness Ditch 23271				4	
2990 3520 0	2990 3523 0	Cross Wilderness Ditch 23271				4	
2990 3523 0	2990 3520 0	Cross Wilderness Ditch 23271				4	
2991 3520 0	2991 3523 0	Cross Wilderness Ditch 23271				4	
2991 3523 0	2991 3520 0	Cross Wilderness Ditch 23271				4	
3042 3520 0	3042 3523 0	Cross Wilderness Ditch 23271				4	
3042 3523 0	3042 3520 0	Cross Wilderness Ditch 23271				4	
3043 3520 0	3043 3523 0	Cross Wilderness Ditch 23271				4	
3043 3523 0	3043 3520 0	Cross Wilderness Ditch 23271				4	
3044 3520 0	3044 3523 0	Cross Wilderness Ditch 23271				4	
3044 3523 0	3044 3520 0	Cross Wilderness Ditch 23271				4	
3045 3520 0	3045 3523 0	Cross Wilderness Ditch 23271				4	
3045 3523 0	3045 3520 0	Cross Wilderness Ditch 23271				4	
3046 3520 0	3046 3523 0	Cross Wilderness Ditch 23271				4	
3046 3523 0	3046 3520 0	Cross Wilderness Ditch 23271				4	
3047 3520 0	3047 3523 0	Cross Wilderness Ditch 23271				4	
3047 3523 0	3047 3520 0	Cross Wilderness Ditch 23271				4	
3048 3520 0	3048 3523 0	Cross Wilderness Ditch 23271				4	
3048 3523 0	3048 3520 0	Cross Wilderness Ditch 23271				4	
3049 3520 0	3049 3523 0	Cross Wilderness Ditch 23271				4	
3049 3523 0	3049 3520 0	Cross Wilderness Ditch 23271				4	
3050 3520 0	3050 3523 0	Cross Wilderness Ditch 23271				4	
3050 3523 0	3050 3520 0	Cross Wilderness Ditch 23271				4	
3051 3520 0	3051 3523 0	Cross Wilderness Ditch 23271				4	
3051 3523 0	3051 3520 0	Cross Wilderness Ditch 23271				4	
3052 3520 0	3052 3523 0	Cross Wilderness Ditch 23271				4	
3052 3523 0	3052 3520 0	Cross Wilderness Ditch 23271				4	
3053 3520 0	3053 3523 0	Cross Wilderness Ditch 23271				4	
3053 3523 0	3053 3520 0	Cross Wilderness Ditch 23271				4	
3054 3520 0	3054 3523 0	Cross Wilderness Ditch 23271				4	
3054 3523 0	3054 3520 0	Cross Wilderness Ditch 23271				4	
3055 3520 0	3055 3523 0	Cross Wilderness Ditch 23271				4	
3055 3523 0	3055 3520 0	Cross Wilderness Ditch 23271				4	
3056 3520 0	3056 3523 0	Cross Wilderness Ditch 23271				4	
3056 3523 0	3056 3520 0	Cross Wilderness Ditch 23271				4	
3057 3520 0	3057 3523 0	Cross Wilderness Ditch 23271				4	
3057 3523 0	3057 3520 0	Cross Wilderness Ditch 23271				4	
3058 3520 0	3058 3523 0	Cross Wilderness Ditch 23271				4	
3058 3523 0	3058 3520 0	Cross Wilderness Ditch 23271				4	
3059 3520 0	3059 3523 0	Cross Wilderness Ditch 23271				4	
3059 3523 0	3059 3520 0	Cross Wilderness Ditch 23271				4	
3060 3520 0	3060 3523 0	Cross Wilderness Ditch 23271				4	
3060 3523 0	3060 3520 0	Cross Wilderness Ditch 23271				4	
3061 3520 0	3061 3523 0	Cross Wilderness Ditch 23271				4	
